Subject,Group,Task,Phase,Practice,Matching,Shape,Shape_Origin_Identity,Shape_English_Identity,Shape_Standardized_Identity,Label,Label_Origin_Identity,Label_English_Identity,Label_Standardized_Identity,CorrResponse,Response,RT_ms,ACC
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",787,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",670,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",693,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",646,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",635,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",730,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",670,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",823,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",740,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",741,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",754,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",753,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",883,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",659,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",1058,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",636,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",658,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",729,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",683,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",752,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","地入","地入","Filler","Filler","o","o",694,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",717,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","白栽","白栽","Filler","Filler","o","o",682,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",742,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",800,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",718,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",870,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",708,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",765,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",740,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",907,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",1013,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",790,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",894,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",777,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",929,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",787,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",623,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",765,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","p",553,0
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",647,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",635,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",670,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",730,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",694,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",506,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",624,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",693,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","白栽","白栽","Filler","Filler","o","o",623,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","自我","自我","Self","Self","o","o",693,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","circle","other","Other","Stranger","地入","地入","Filler","Filler","o","o",658,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",670,1
11001,"matching-first","self-matching","00_practice","practice","Matching","square","self","Self","Self","自我","自我","Self","Self","p","p",600,1
11001,"matching-first","self-matching","00_practice","practice","Matching","circle","other","Other","Stranger","他人","他人","Other","Stranger","p","p",670,1
11001,"matching-first","self-matching","00_practice","practice","Nonmatching","square","self","Self","Self","他人","他人","Other","Stranger","o","o",764,1
